,Tweet
3730,"Seeing green 🌳♻️ After observing the impact of suburban sprawl on the rural community he grew up in, #UBMgt student Cam Hotto co-founded a new club that highlights the business value of sustainability: https://t.co/rqW32F2I82   #UBuffalo #EarthDay #UBTrueBlue https://t.co/K6ghOttB9Q'"
3731,'@buffalo_storm @UBTrueBlue @ubwomentennis @UBBullssoftball Admission is free for both events.🤘'
3732,'@UBAthletics @UBTrueBlue @ubwomentennis @UBBullssoftball How do we get tickets?'
3733,This Sunday is looking like a good day for some hot dogs and spring sports!! ☀️☀️ Come hang with us starting at 12 pm!! 🕶☀️ https://t.co/fvWdpaofMR'
3734,@KaroleCollierMD We have #UBTrueBlue pride in our alumni!  See how Dr. Collier was instrumental in establishing Second Look Weekend:  » https://t.co/epjgKaoSca » https://t.co/2yUUTQxFG9 And check out some of her other efforts while at #UBuffalo: » https://t.co/HGdbDLh086 » https://t.co/yoeTXibP2L'
3735,"ABS student Annelise Gunn-Taylor wants to recognize the professors, clinical instructors and peers who make her program great! #UBuffalo #UBTrueBlue  https://t.co/J5PKv0SKse'"
3736,Amazing story from another one of our remarkable #UBalumni! Talia's story and work on the West Side of Buffalo is inspiring. 💙\U0001f9ac #UBuffalo  #UBTrueBlue https://t.co/zAlYyG5ho9
3737,Tomorrow! We’ve got 3 (yes 3!) chances for you to get some UBRewards points and be in the running to win $200 for the UB Bookstore!   Be sure to pop out tomorrow!! https://t.co/7Koc2kDjMm'
3738,"🎾🥎 @UBTrueBlue 🎾🥎  📲 Check-in on the #UBRewards App at tomorrow’s @ubwomentennis, @UBBullssoftball &amp; @UBmenstennis for a chance to win $200 to the UB Book Store! 💰📚  * The more events you attend, the more chances you have to win!* https://t.co/wvCB0HNpUo'"
3739,We're proud to share that Traditional BS Nursing student Paloma Tripathi is a recipient of the SUNY Chancellor Award! This is the highest honor @SUNY bestows upon its students. ⭐🏆 #UBuffalo #UBTrueBlue  https://t.co/hxrnJHX4Ko
3740,'@MausmaBawa @DrABrashear @chandrpk We have #UBTrueBlue pride in the achievements of our #UBuffalo trainees and faculty members!'
3741,"It's #NationalLibraryWeek, so we're celebrating #UBuffalo's amazing libraries, including:  📚 Silverman Library 📚 Health Sciences Library  📚 Lockwood Library  Which one do you visit for study sessions, #UBGSE? 💙  #UBTrueBlue  #LibrariesTransform https://t.co/9VcCihByux"
3742,'Welcome to the family Becky! Can’t wait to see what’s in store!! 🤘💙 https://t.co/OHdgB5fQYk'
3743,'@BuffaloArchPlan We 💙 our #UBTrueBlue family!'
3744,"'The group of #UBuffalo faculty, staff and students who attended the Eastern Nursing Research Society’s 34 Annual Scientific Sessions! #UBTrueBlue 🤘💙 https://t.co/kwAqQvqBML'"
3745,Higher education and student affairs master's student Kali Barnhart is taking over our Instagram account (IG handle: UBGSE) tomorrow! Follow along to see a day in her life as a #UBGSE student and graduate assistant in Campus Living at #UBuffalo. 💙🤘  #UBTrueBlue https://t.co/P07LOoy625
3746,"'#ENRS2022 UB SON PhD student Yanjun Zhou presented at the Eastern Nursing Research Society’s 34 Annual Scientific Sessions in Providence, Rhode Island! #UBTrueBlue 🤘💙 What do we know about anti-Asian sentiments and mental health during COVID pandemic? https://t.co/wHCVuxOZOh'"
3747,"'Congrats to Aaron Epstein, MD — a @Jacobs_Med_UB surgery resident providing medical support in Ukraine — for receiving the 2nd highest civilian award in the U.S. from @CMOH_Society. This #UBuffalo trainee is a #UBTrueBlue inspiration to us all. Read on: https://t.co/63ZA5Sdvgy https://t.co/L310dgHVt9'"
3748,"'Congratulations to Meg Doerzbacher, #UBuffalo SON clinical instructor and PhD student, for receiving second place in Peer-Reviewed PhD Student Poster Awards!⭐ #UBTrueBlue https://t.co/an8mjwO4ss'"
3749,"Ryan Taughrin, #UBGSE assistant dean for enrollment management, overflows with #UBTrueBlue spirit. He's grateful for opportunities like helping with President Barack Obama’s visit to #UBuffalo. “I consider myself lucky to be at a university where all this has been possible.” 🤘💙 https://t.co/96vRt9lNf7"
3750,'More photos of our #UBuffalo SON community presenting at the Eastern Nursing Research Society’s 34 Annual Scientific Sessions! #UBTrueBlue 🤘💙 https://t.co/WgEWq7wZ1q'
3751,"'Several of our #UBuffalo students, faculty and staff are attending and presenting at the Eastern Nursing Research Society’s 34 Annual Scientific Sessions in Providence, Rhode Island! #UBTrueBlue 🤘💙 https://t.co/i4TnG6Yntf'"
3752,"'UB’s health sciences programs represent #UBTrueBlue excellence! Our health sciences graduate programs, among others at #UBuffalo, have risen in the latest rankings of America’s Best Graduate Schools released by U.S. News &amp; World Report. See the highlights: https://t.co/tckXfQ4Te2 https://t.co/qXOPgim4ys'"
3753,"Feeling overwhelmed by the thought of going back to school? Here are some of the ways that Mary Catherine Forgea, a current #UBuffalo SON PhD student, balances her graduate nursing program with her personal life. #UBTrueBlue  https://t.co/iuWTO5MCx2'"
3754,Climbing the ranks! 📈🤘 We're up five places in this year's U.S. News and World Report ranking of MBA programs—No. 72 overall and No. 38 among public B-schools.  https://t.co/CAq1Nm87gq  #UBMgt #UBMBA #UBuffalo #UBTrueBlue
3755,'Moving up the charts! #UBTrueBlue pride. https://t.co/vfgzm6HRdQ'
3756,'#UBuffalo School of Nursing is once again ranked among the best DNP programs by US News &amp; World Report! #UBTrueBlue https://t.co/1i8rChIRE7'
3757,'Nationwide #UBTrueBlue pride 💪🏽 We are so excited to have multiple #UBuffalo graduate programs ranked in the U.S. News &amp; World Report Best Graduate Schools rankings for 2023! ▶️ https://t.co/KxKx8RmSvK https://t.co/gSsGuXDVvp'
3758,"Two @Jacobs_Med_UB faculty members were named State University of New York Distinguished Professors, the highest @SUNY faculty rank! Congrats to Steven Schwaitzberg, MD, chair of surgery, &amp; Gil Wolfe, MD, chair of neurology! Read on: https://t.co/Y3mGg4luTo  #UBuffalo #UBTrueBlue https://t.co/sGuSd2TYIQ'"
3759,3 reasons to choose #UBuffalo:  ➡️3 campuses with a world-class living-learning environment. ➡️Access to research and experiential learning opportunities in your first year. ➡️An entire community connected by our #UBTrueBlue spirit.  Make your deposit now: https://t.co/t6BzWwvL6t https://t.co/FppJuIngit'
3760,Double excellence! 🏆 🤘 Congratulations to professor David Murray on recently receiving TWO teaching awards:  • Arjang A. Assad Excellence in Teaching Award: https://t.co/qcSEGWMe0v  • @SUNY Online Teaching Ambassador: https://t.co/xRibKFxNIC  #UBMgt #UBuffalo #UBTrueBlue https://t.co/RezX7BYyXu'
3761,Wow!😲 Amazing story about another one of our incredible #UBalumni! Thank you for sharing your story @yamphoto. Read about Marcus in the latest #UBTrueBlue story ▶️ https://t.co/l9fPFMfPio. #UBuffalo \U0001f9ac💙 https://t.co/O5vqW3BRSO'
3762,Yam's efforts have earned him multiple #Pulitzer Prizes and a portfolio of incredible imagery and stories. Want to learn more about his journey? Check out the full story from At Buffalo ▶️ https://t.co/ods3Wye2fP #UBTrueBlue https://t.co/6TQFXUGXZo
3763,"'Taking on the world, one photo at a time. 📸 #UBuffalo alum Marcus Yam dreamed of being an astronaut, but that all changed in a flash of the camera. #UBTrueBlue https://t.co/BFvIbtM6uC'"
3764,"Thank you Coach Jack for all the hard work and amazing seasons you’ve powered us through!  Sad to see you leave, but we wish you the best of luck back in Cuse!   THANK YOU FOR EVERYTHING @CuseCoachJack 💙\U0001f90d👏 https://t.co/PjyBVjW1Z3'"
3765,"'Class of 2026: Get your digital #UBuffalo swag! We created downloadable locker posters, photo props, mobile wallpapers and more just for you, so you can show your #UBTrueBlue pride wherever you go. Check it out➡️ https://t.co/rzGzYNwf2c https://t.co/ydT3lA1mo2'"
3766,'A fun story for a #UBTrueBlue Friday. https://t.co/b7cxibrTHe'
3767,We love all the different versions of “Victor E. Bull” we have in the #UBuffalo archives!  #UBTrueBlue 💙\U0001f90d   ➡️ https://t.co/n4rywrrSp8 https://t.co/0dCW0dKSxw'
3768,#UBuffalo's beloved mascot Victor E. Bull is more than meets the eye! 👀 Learn about Victor's history and what it takes to embody #UBTrueBlue spirit 24/7! https://t.co/Pu7KUaC9Qx
3769,"'Wear UB blue on Fridays to show your #UBTrueBlue spirit! @Jacobs_Med_UB professor Philip Glick, MD, MBA, is wearing #UBuffalo blue &amp; a UB pin with pride! The pediatric surgery expert is passionate about educating trainees. Learn about his commitment to UB: https://t.co/651vjTaMLz https://t.co/GIreSc6Zug'"
3770,Read all about our doctoral students and the discoveries they shared at the PhD Showcase: https://t.co/wSFT6RjKId   #UBMgt #UBuffalo #UBTrueBlue'
3771,"'It\'s #CRCAppreciationDay, so we\'re celebrating #UBGSE rehab counseling student Kaily Zenquiz Santiago! ""I am visually impaired and hope to encourage many individuals with disabilities to reach their goals no matter the challenge."" #UBuffalo is proud of you, Kaily! 💙 #UBTrueBlue https://t.co/ZmUH1ybZ74'"
3772,Now it's a party! 🎉 #UBuffalo #UBTrueBlue https://t.co/S7SoizJbLg
3773,'#GoBulls #UBhornsUP #AlwaysABull #RunningWithTheBulls #UBTrueBlue 🏀🤘💙 https://t.co/isAQGKadoo'
3774,'3pm on ABC! Tune in and go bulls! 🤘 https://t.co/kKDBTS4Njd'
3775,'#GoBulls #UBhornsUP #AlwaysABull #RunningWithTheBulls #UBTrueBlue 🏀🤘💙 https://t.co/GYORMQupGl'
3776,"'Time for some round one action! 🏀 Whether you are here in Tennessee or watching at home, help us cheer loud and proud for our Bulls! 💙🤘 #UBuffalo #UBHornsUp #UBTrueBlue @UBStudentExp @UBDazzlers @UBAthletics https://t.co/C8y2Hin2sv'"
3777,'@arcadedotinc @neotokyonewstv @hippea121 @UBTrueBlue @tvcrank_ @crkrajkishor @klhovohlk'
3778,"'Friends, check out the latest video we made in our #UBTrueBlue series. Subscribe and never miss an episode! https://t.co/r7mvSmYpf0 https://t.co/zkR1kJdOiL'"
3779,We're so ready! 🤘🏽 #UBuffalo #UBTrueBlue https://t.co/z6p76jR8hK
3780,Calling all Bulls! 🚨 We're less than 2️⃣4️⃣ hours away from #UBDancing! Looking for a spot to watch the big game? Visit the link for watch party info! ▶️ https://t.co/Uk8mXe8DbB  #UBuffalo #UBTrueBlue https://t.co/LiGc8GW45F
3781,"'At #UBuffalo we are tremendously proud of our @Jacobs_Med_UB medical students’ successes! Class of 2022, congrats on securing excellent residency positions. It’s clear your hard work in our rigorous medical education program has prepared you for a productive future. #UBTrueBlue https://t.co/VjVkyU4X89'"
3782,"'Happy #MatchDay2022! 🎉 Fourth-year medical students: We feel #UBTrueBlue joy about your achievements at #UBuffalo! Wherever you go, remember: You’ve done exceptional work at @Jacobs_Med_UB &amp; we are celebrating each of you! Find out where everyone matched: https://t.co/ChEGU48rOW https://t.co/l1Yc2eJ8kz'"
3783,'What better way to spend your afternoon??? See you there🤘🤘 https://t.co/9Ib63pN071'
3784,'Wow !! THANK YOU @jacobs_med_ub for this fabulous write-up!!! Incredibly grateful for the #opportunity and #support to make ALL my #DreamsComeTrue #ubtrueblue #americandream #immigrant #womeninscience #womeninstem #womenintheboardroom. https://t.co/NnJal4FaSN'
3785,"'Professor Gabriela Popescu, PhD ‘99, has #UBTrueBlue spirit! She 💙s UB’s strong sense of community! A #UBuffalo alumna &amp; biochemistry expert, her research contributes to better help for neuropsychiatric disorders. See the full scope of @PopStarLab’s work: https://t.co/Y2LZN6zGB3 https://t.co/IATyNi46Y9'"
3786,"'Hey, fourth-year @Jacobs_Med_UB medical students: Your moment is near! It’s almost time for #MatchDay2022 on March 18! Are you ready to open the envelope that’ll reveal your placement for residency training? We can’t wait! Are you feeling the #UBTrueBlue excitement? 💙 #UBuffalo https://t.co/HkznEiXzQC'"
3787,"Ready for 'em, Knoxville?! 🤘🏾 #UBuffalo #UBTrueBlue https://t.co/ASJIFkNMG1"
3788,"Now that the fog has cleared, #UBuffalo got its first true taste of spring. 🌼  #UBGSE #UBTrueBlue #Buffalo https://t.co/LNcQyRawYL'"
3789,"'Bring your #UBTrueBlue attitude, #UBuffalo! 🤘🏽🤘🏽 https://t.co/0VrVWnyPWb'"
3790,Wondering what a week looks like for an RN to BS student?  Melanie Flugel offers her perspective and a glimpse into her life as a #UBuffalo RN to BS student! #UBTrueBlue  https://t.co/2DeABqXdrt'
3791,'@UBTrueBlue Thank you💙🤘🏽'
3792,'Second time in 4 months that #UBuffalo was featured on @Jeopardy. #UBTrueBlue https://t.co/M2tuygExxF'
3793,"Congratulations to the #UBuffalo women’s basketball team for winning the MAC championship and earning a trip to Knoxville for the first round of the NCAA Tournament on Saturday, Mar. 19! #UBTrueBlue #UBDancing  More info: https://t.co/A2y1hFzaht'"
3794,We're so proud of our #UBuffalo Women's Basketball team for winning the MAC championship and earning a trip to Knoxville for the first round of the NCAA Tournament! 💙🤘🏀 #UBDancing #UBhornsUP #UBTrueBlue https://t.co/9uvPC1YMxr
3795,'#GoBulls #UBhornsUP #AlwaysABull #RunningWithTheBulls #UBTrueBlue 🏀🤘💙 https://t.co/3PemTGVD01'
3796,YOUR UB WOMENS HOOPS ARE #13 AND ARE READY TO DANCE LETS GOOOO 🤘💙   Best of luck! @UBwomenshoops https://t.co/IRtpiudU5S'
3797,The anticipation is building…🤘💙  LETS GO UB https://t.co/p3c8LVtrMY'
3798,Pop out to alumni arena tonight to watch our womens hoops selection show!!  Free tullys and Paula donuts! https://t.co/1HCaRHSy4T'
3799,'🤘💙 #UBTrueblue @UBwomenshoops @UBAthletics @UBuffalo @UBTrueBlue'
3800,'@UBTrueBlue 👏🏻🙌🏼🤘🏽💙'
3801,'Break out your dancing shoes!  Your #UBuffalo Bulls are 2022 MAC Tournament Champions and going #UBDancing!! 🎉 🥳 🎉 Let’s get those #UBhornsUP and that #UBTrueBlue energy flowing! 🤘🏽🤘🏽🤘🏽 https://t.co/lHZ9x2gWHg'
3802,Beautiful shot of our @UBwomenshoops celebrating their W‼️ yet another CONGRATULATIONS 💙🤘  #UBTrueBlue #UBuffalo @UBuffalo @UBAthletics https://t.co/yOcOzhwSVM'
3803,'Full of #UBTrueBlue pride for our MAC Champions! ##UBuffalo #UBhornsUP https://t.co/5L26rxNi04'
3804,BIG CONGRATS TO OUR WOMENS HOOPS!!! THIS TEAM IS UNSTOPPABLE‼️‼️ 👏👏🤘🤘💙💙 LETS GO UB! https://t.co/wQyO1Kr6gu'
3805,'MAC champs! #UBTrueBlue https://t.co/N2oN3jbKfU'
3806,Excited to share the latest video my team brewed up featuring the co-founder of @bigditchbrewing! 🍻💙 #UBuffalo #UBTrueBlue  Watch (and subscribe if you don’t want to miss and episode) https://t.co/bAWJ1IAhHY'
3807,'@UBGSE Now this is a #UBTrueBlue moment!'
3808,'@jastrzab #Foreverabull and #UBTrueBlue 💙'
3809,'#GoBulls #UBhornsUP #AlwaysABull #RunningWithTheBulls #UBTrueBlue 🏀🤘💙 https://t.co/qyiYkSHv5D'
3810,"'@UBTrueBlue @UBwomenshoops @UBAthletics @UBuffalo Good Luck, so proud of this team!!!!'"
3811,'@UBTrueBlue @UBwomenshoops @UBAthletics @UBuffalo #UBTrueBlue'
3812,"'Oh yes we are, let’s show em‼️💪🤘💙 https://t.co/lieJmO219T'"
3813,TRUE BLUE FOLLOW ME TO VICTORY…  YOUR WOMENS HOOPS ARE GOING TO THE FINAL‼️‼️  Drop a 🤘💙 to show your #UBTrueBlue pride and support!  @UBwomenshoops @UBAthletics @UBuffalo https://t.co/C9aCP2gLl0'
3814,'Legend has it that their first words were #UBhornsUP. They were born for greatness. #UBTrueBlue #UBuffalo https://t.co/x1HhglXdsb'
3815,"'DYK the history of #UBTrueBlue? 💙 Long before it became a rallying cry for the #UBuffalo community, it all started with two friends and a whole lot of pride! 🤘🏿🤘🏻🤘🏽 https://t.co/Zp7XKpFAJA'"
3816,'‼️Those #UBTrueBlue vibes are going STRONG #UBuffalo! ‼️ https://t.co/W310GEIPGU'
3817,"Congratulations to Kaylie Horowitz, UBIT student assistant and winner of the 2021 UBIT Innovative Technologies Grant! 🥳The award will fund tech to help create her @UBTheatreDance master's thesis.  Here she is celebrating with #UBuffalo VPCIO Brice Bible. #UBTrueBlue https://t.co/VKoO1hd5aT"
3818,'Sending all of our #UBTrueBlue spirit to everyone watching back home in Buffalo! 💙🤘#UBuffalo #UBHornsUp https://t.co/Ml1MdcTKIV'
3819,'#GoBulls #UBhornsUP #AlwaysABull #RunningWithTheBulls #UBTrueBlue 🏀🤘💙 https://t.co/D3oVfhwArI'
3820,'#GoBulls #UBhornsUP #AlwaysABull #RunningWithTheBulls #UBTrueBlue 🏀🤘💙 https://t.co/FX71RjYCft'
3821,Rising to the Challenge! 🏆   Congratulations to the ‘Pencil Pushers’ for taking top honors in this year’s @PwC Challenge: https://t.co/lGCgrielfC  #UBMgt #UBuffalo\xa0#Accounting #Business #UBTrueBlue https://t.co/uvp9cWpmdu'
3822,Some well deserved honors 👏💙  BIG CONGRATS to @JoshuaMballa @SeguRonaldo and Jeenathan !!   Show the Zips what you’re made of today 💪🤘 https://t.co/21l1ub7qOZ'
3823,"TRUE BLUE, FOLLOW ME TO VICTORY…   @UBwomenshoops MOVING FORWARD! LETS GOOO 👀‼️💙🤘 https://t.co/TKfaYF2twu'"
3824,'Let the #MACtion Begin! 🎶🏀 #UBuffalo #UBTrueBlue #UBHornsUp https://t.co/KFkhzK59lq'
3825,"Rebecca Brady, MWEE '18, is setting the stage: https://t.co/r6MWICbQS6  #UBMgt #UBuffalo #UBTrueBlue https://t.co/4XsgRnfrIY"
3826,@JoshuaMballa @SeguRonaldo and Jeenathan earning their rightful honors after a great season  CONGRATS ALL 💙👏 https://t.co/21l1ub7qOZ'
