,Tweet
172,@brianjayjones  My  view  tonight!    #UBBulls  https://t.co/hr0G0fWy1m'
173,#UBBulls  are  gooooood  https://t.co/cCZlt5vNcJ'
174,Nice.  #UBBulls  https://t.co/7EloCgMLbF'
175,Anyone  know  how  I  can  watch  the  #ubbulls  football  game  tonight  without  actually  being  there?'
176,#BillsMafia  Let’s  give  a  LetsGoBufflo  to  #ubbulls  opening  game!'
177,"#ubbulls  play  Nebraska  in  2  weeks,  if  buffalo  wins  that  game  scott  frost  wont  have  to  worry  about  getting  ready  for  work  that  monday  @jimrome'"
178,"Where  were  we  on  this  day  in  #CollegeFootballAmerica  history  (2010-2020)?  Today  we  feature:            @UBbulls  #UBBulls      @GopherFootball  #Gophers            📸➡️  Photos,  gallery  links:  https://t.co/P3ruKpEQmB            #collegefootball  #collegefootballhistory  #thisdayincollegefootballhistory  https://t.co/JK80t6PBVa'"
179,Hell  no  he  told  him  to  get  out  of  Chicago  you'll  never  win  anyting  come  to  Buffalo  and  I'll  help  you  be  a  champion  our  defense  needs  a  player  like  K.Mack  I  wish  they  would  have  freaking  drafted  him  out  of  @UBbulls  @BuffaloBills  #BringKMack2BaBuffaloBill  @Raiders  #tradeKMack2Bills  https://t.co/odfD3dSidu
180,What  else  is  new  🤷🏾\u200d♂️  keep  eating  JP  #UBBulls  https://t.co/C5U2j7LN5N'
181,#UBBULLS  https://t.co/oZSC8GX7tS'
182,#ubbulls  https://t.co/rxBSNFGS63'
183,@UBAthletics  @UBFootball  @UB_BWF  Single  weekend  package  should  be  available  for  those  who  need  a  single  setup  for  one  game  because…we  live  out  of  town.  Turn  Key  Fun  #ubbulls'
184,"jaret  patterson  playing  in  the  2nd  qt  for  wft,  dude  is  scooting  out  there  #ubbulls'"
185,Buffalo  Bills  Season  Preview  Series  with  Khari  Demos  https://t.co/8lZtf2rGml  via  @YouTube              #BillsMafia  !!!!              Here  is  the  latest  episode  of  my  podcast  as  I  am  joined  by  @riri_demos  of  @BleavPodcasts  to  discuss  our  #BuffaloBills  and  #UBBulls  2021-2022  season  expectations  &amp;  more!'
186,"Great  read  here  from  my  man  Mike  Kaye.  He  spoke  to  #UBBulls  legend  @nyce18,  who  helped  Tyree  in  his  move  to  TE,  and  former  UB  OC  Andy  Kotelnicki.  #BillsMafia  &amp;  #UBhornsUp,  definitely  check  it  out!  https://t.co/1oI8yi4SZO'"
187,#ubbulls  https://t.co/D5W7JW71pj'
188,Training  camp  item  of  interest  from  Philadelphia.      #Buffalo      #UBhornsUp      #UBBulls      #BuffaloBills      #Bills  https://t.co/4IMqjCRF4Y'
189,#ubbulls  https://t.co/tC66JSEMGR'
190,Awesome  Job!  Go  #ubbulls  @stormdppats  @DomPhillips716  @Glock_94  @ryantaughrin    https://t.co/82t8SCJp48'
191,Great  to  see  the  band  back  together!  @BlueCollarUTBT  #ubbulls  https://t.co/v1XQATvtTW'
192,any  chance  at  all  jayvon  graves  gets  drafted??  #ubbulls'
193,Looks  like  @Im_back_15  is  $$$$  #Tbt  #UBBulls'
194,#UBAlumni      #UBBulls  https://t.co/8OsY3RiI6i'
195,#ubbulls  https://t.co/ZzfmrfJPze'
196,"Ain’t  seen  my  dog  in  almost  a  decade!  Said  he  couldn’t  come  thru  the  city  and  not  link  💯  mad  love  G  @i_sac.8  College  bonds  that  last  fo  eva  🤞🏿  🐃  horns  up  🤘🏿  #ubbulls  @  Miami,  Florida  https://t.co/kaLgcRVZ3t'"
197,This  is  Lobstah  Life!  Grab  Life  By  The  Claws!  #UBBulls  #All41  https://t.co/iXhZycA5ih'
198,"Come  to  the  #UBuffalo  games!  They’re  great  fun,  and  you  can  meet,  eat,  and  network  with  other  #UBalumni.  The  #UBBulls  appreciate  your  support!  https://t.co/NcQCSlLnRB'"
199,Here  comes  the  Sun!  GoBGR8T  today  #UBBulls  #UBHornsUp  #All41  https://t.co/ufto9V7eYB'
200,"B.A.M.  #UbBulls.  Sumptin  going  on  here.  They  just  keep  on  coming!  Better  get  in  the  Herd,  it’s  getting  closer  to  being  full  for  a  minute.  #+3  https://t.co/OzEIwg7E0T'"
201,@golfman716  @UBuffalo  @UBbulls  @UBBullsNation  @UBMDEmergMed  This  was  my  view  most  of  the  time  https://t.co/UfxlZQoWqk'
202,@JLynchDO  @UBuffalo  @UBbulls  @UBBullsNation  @UBMDEmergMed  Love  that  view'
203,@golfman716  @UBuffalo  @UBbulls  @UBBullsNation  @UBMDEmergMed  Sure  is  https://t.co/XZqYxRu3KW'
204,@JLynchDO  @UBuffalo  @UBbulls  @UBBullsNation  @UBMDEmergMed  I  love  Chicago.  My  son  lived  there  for  7  years  and  we  visited  many  times..  our  favorite  American  city'
205,@golfman716  @UBuffalo  @UBbulls  @UBBullsNation  Coming  back  from  Chicago.  Hospital  throughput  and  efficiency  conference.  @UBMDEmergMed'
206,@JLynchDO  @UBuffalo  @UBbulls  @UBBullsNation  What  are  doing  up  there?'
207,Go  Bulls!  @UBuffalo  @UBbulls  @UBBullsNation  https://t.co/Q05go93fXn'
208,"The  final  #CoSIDA21  Division  I  Day  panel  (2:30  p.m.  ET)  is  a  terrific  panel  looking  at  what's  next  for  all  of  us,  with  @UNCKirschner  from  @GoHeels,  @stranelli  from  @UBbulls,  Maurice  Williams  from  @MEACSports  &amp;  @SyanRakamoto  from  @PatriotLeague  as  moderator  (4/4)  @CoSIDAnews"
209,"@cjb8511  @bomani_jones  reminds  me  of  when  Danny  White  was  AD  at  @UBbulls  and  squeezed  ""New  York""  onto  their  jerseys'"
210,#ubbulls  over  under  win  total  8.5  https://t.co/8gMPT67OFc'
211,"""Stay  Active""  #alumni  #ubbulls  #ub  #hornsup🤘🏾  @queencityautodetail  https://t.co/6ZvPWaKcHl'"
212,You  forgot  to  list  the  A+  hiring  by  @UBFootball  of  @CoachMo15.            #UBhornsUP            #UBBulls  https://t.co/j6PPC7rLK9'
213,"Eddie  Wilson  Jr.  with  the  jab/counter  club/swim.  @ed2litt  (6\'4""  325)  gets  the  center  to  over  set  off  the  jab  step.  He  then  beats  the  center  back  to  the  other  gap  with  the  club/swim.  Wilson  Jr.  earned  All-MAC  honors  last  season  for  Buffalo  #passrush  #ubbulls  https://t.co/oWr8E8oF7N'"
214,At  his  introductory  press  conference  @CoachMo15  asked  for  financial  support.            I  am  pleased  to  say  that  I  made  an  additional  donation  as  a  show  of  support  to  @CoachMo15.            Congratulations.            #UBhornsUp  #UBBulls            #AskAndWeShallGive            #BeatWagner'
215,#Buffalo      #UBBulls      #UBhornsUP  https://t.co/8qnuCNglmZ'
216,"He  did  an  ""Al  Bundy  times  TWO""  in  a  single  game.      #Buffalo      #UBBulls      #UBhornsUP  https://t.co/RCAfCbKhMC'"
217,Whoa.      THESE  are  the  reasons  why  #LanceLeipold  left  #Buffalo  for  #Kansas.      Big  bucks  for  big-time  college  football.      #CollegeFootball      #UBBulls      #UBhornsUP  https://t.co/QlpN04rGyX'
218,"The  Raiders  select  #UBBulls  edge  rusher  Malcom  Koonce  in  the  3rd  round,  79th  overall.  He  is  the  highest  UB  player  drafted  since  Khalil  Mack.'"
219,@UBBullsMafia  @UBbulls  Who  will  be  our  Head  Coach  for  the  football  team  for  this  coming  season?'
220,Emergency  podcast  request.      Any  combination  of  @BradRiter  and  @ScottWilsonBUF  and  @BobGaughan  and  @PeckOnSports  to  discuss  #LanceLeipold  leaving  #Buffalo  for  #Kansas.      Instant  comparisons  to  #TurnerGill  are  obvious.      Maybe  some  #NFLDraft  talk  about  @__JP26  too.      #UBBulls      #UBhornsUP'
221,FYI:      #Buffalo      #UBBulls      #UBHornsUP  https://t.co/jCpEXtJJa7'
222,@MissieDeeDee  #UBBulls  https://t.co/vS2U2UD1CD'
223,"This  #UBBulls  women’s  soccer  situation  is  important  for  a  few  reasons.  Next  year,  in  MAC’s  cost-cutting  move  that  will  extend  3  more  years,  East  and  West  divisions  will  be  abolished  &amp;  MAC’s  regular-season  winner  automatically  qualifies  for  NCAA  Tourney.  https://t.co/nUhYbd1uh9'"
224,jaret  patterson  gonna  b  on  rome  in  an  hour  #ubbulls  https://t.co/0txGnvQoEU'
225,@hannnnahh_c  @UBAthletics  @UBWomensSoccer  @MACSports  @FiftyDeuce  help  ya  Alma  mater.#ubbulls  #HornsUp'
226,"Final:  3-2  #UBBulls  take  down  Akron  to  keep  their  @MACSports  title  hopes  alive.  Hard  to  pick  a  player  of  the  match  because  there  were  many  contributors,  but  Hannah  Callaghan  was  consistently  excellent.  https://t.co/ZTkGPPn42T'"
227,"Big  one  tonight  for  #UBBulls  in  Amherst.  A  win  is  necessary  to  keep  UB  in  contention  for  the  @MACSports  final,  pending  potential  conference  reschedules.  https://t.co/ZXQkQ55FG1'"
228,TY  @universityatbuffalo  #leadershiphouse  for  the  invite  to  speak  to  current  students.  I  look  forward  to  the  next  event!              #desertwebber        #communityguy        #ubbulls        #classof2000        @ubgse  https://t.co/ghBPm2F9ww'
229,"Buffalo  Braves  🏀,  #Bills  🏈,  #UBBulls  🏈              #Buffalo  broadcasting  legend  Van  Miller  did  them  all.    And  more!  https://t.co/xEOQJ9hcXc'"
230,#ubbulls  down  67-66  #nit  3  mins  left  game  on  espn2'
231,Let’s  go  #UBhornsUP  in  the  #NIT  #UBBulls  #Buffalo'
232,Go  #UBBulls!  #MarchMadness2021'
233,#UBBulls  #hornsup  https://t.co/5yt4hAWdsa'
234,"Had  to  step  away  from  college  basketball  after  the  crushing  loss  of  @UBbulls,  so  I’m  watching  some  late-night  Curling  #Brier2021  https://t.co/bjK4GXDymR'"
235,Worst  game  of  the  entire  season  for  UBBulls.  But  got  to  give  credit  to  OU—Bulls  blew  them  out  a  few  weeks  ago  and  they  made  the  adjustments—pretty  impressed  by  the  Bobcats.'
236,"Michigan  loses  to  Ohio  State  earlier,  and  both  #UBBulls  basketball  and  #Raptors  are  getting  embarrassed  https://t.co/mToBORlWbj'"
237,whitesell  and  co  didnt  show  up  to  play.  down  17  w  5  mins  left  1st  half.  holy  fuck  #ubbulls'
238,Huge  18  hours  college  hoops  coming  up  for  #wny  go  @UBbulls  go  @StBonaventure  @BuffaloBills  @BuffaloFAMbase  @BuffaloSabres  #buffalostrong'
239,mac  championship  preview      ohio  v  buffalo      tonight  730pm      cbs  sports  net      #ubbulls        https://t.co/miilf3c10x'
240,"I  felt  two  grey  hairs  sprout  out  from  my  scalp  watching  that  OT,  but  @UBbulls  advance  to  the  Finals  nonetheless.  #MACtion'"
241,#ubbulls  win  81-74  jeenathan  williams  a  boss      tomo        #macChampionship        buffalo  v  ohio      7:30pm'
242,Let’s  go  #ubbulls'
243,#ubbulls  up  7  2  mins  left  in  ot      lfgggggg'
244,"OMG,  this  #UBBulls  game!!  #HornsUp  💙🖤'"
245,#ubbulls  -147  per  vegas  in  OT      #macTournament'
246,#ubbulls  down  1  woth  the  ball  2:34  left.  akron  playing  smart  and  lucky.  no  pace  to  this  game'
247,"The  refs  are  calling  everything,  especially  things  that  didn't  happen.  #sobuffalo  @UBbulls"
248,#ubbulls  down  3  looking  ugly  early  2nd  half.  gotta  quicken  the  pace  wtfff'
249,#ubbulls  up  5  at  half.  game  a  bit  closer  than  it  feels.  big  2nd  half  looming.  need  to  feed  mballa  down  low  and  keep  him  away  from  the  3  bakk'
250,Let’s  go  #UBBulls  #UBhornsUP'
251,#akron  at  #ubbulls  #mactournament  semi  finals  preview  730  on  cbs  sports  network  #MACtion        https://t.co/5aRJwBselU'
252,Time  for  some  #UBBulls  basketball.  #UBhornsUP  #UB  #HornsUp  #MACtion  https://t.co/h21nmCaqZm'
253,.@UBmenshoops  starts  its  push  for  another  NCAA  Tournament  bid  today  against  Miami.  Make  sure  to  follow  @haprusak  for  updates  from  Cleveland!  🏀            Here's  a  primer  from  @ByJerrySullivan  on  a  #UBBulls  team  hitting  its  stride  at  the  perfect  time:  https://t.co/NwTfhLIi0Y    #MACtion  https://t.co/iHcpXOVbEr
254,huuuge  quarterfinal  mac  tournament  game  today  #ubbulls  vs  miami  oh  4pm  tip  on  espn+      prediction  and  preview  here      https://t.co/w58qNLG5lP'
255,@UBwomenshoops  @MACSports  Great  game!  The  entire  team  played  this  game  from  beginning  all  the  way  to  the  end.  #HornsUp  #UBBulls'
256,"Modern  Era  Fullback  Favs,  Molinich  Brothers!  #UBBulls  https://t.co/Mok3nKQ5np  https://t.co/rEwL7Kbbpc'"
257,"Four  first-time  starters  in  #UBBulls  lineup,  including  Iroquois  HS  grad  Grace  Kulniszewski,  a  freshman.  Bizzoni,  Lazenby  and  Robertson  are  the  others.  https://t.co/1Lcmgq0NxR'"
258,#ubbulls  win  80-78  holy  shit  what  a  choke  down  the  stretch.  nearly  lost.  jeez'
259,"56-34  #ubbulls  14  mins  left  2nd  half,  buffalo  hot  heading  towards  their  conference  tourny  leggo'"
260,#ubbulls  up  36-21  315  left  1st  half      win  likely  locks  up  a  top  4  seed  but  no  byes  &amp;  only  top  8  make  the  mac  tournament'
261,@Outkick  Congrats  to  Nate  Oats!  #HornsUp  #UBBulls  #Buffalo'
262,#ubbulls  up  82-57  on  the  road  against  the  current  mac  3  seed  ohio  late  2nd  half  wow'
263,#Michigan  is  close  to  locking  up  a  #1  seed  in  March  Madness.  Time  for  my  mid  major  #UBBulls  to  play  Ohio.  They  need  go  into  the  #MAC  tournament  in  a  few  weeks  with  confidence  to  win  it  all  and  grab  that  automatic  bid.  #Letsgodancing  #Buffalo'
264,#ubbulls  +2  at  ohio  2pm  tip'
265,Reminder  that  we  will  be  doing  tabling  in  the  Student  Union  tomorrow  from  9  am  to  12  pm!  Come  discuss  abortion  with  us.  #prolife  #UBuffalo  #ubbulls  #buffalo  #ub  #UBhornsUP  #universityatbuffalo  https://t.co/h00bND0NNm'
266,#ubbulls  up  37-30  at  half      2h  buffalo  -10.5  o/u  84      ub  -10.5  🧐'
267,"#ubbulls  2pm  tip  favored  by  21  vs  Western  Michigan,  o/u  162,        under  🧐'"
268,"UB  students,    do  you  support  aboriton?  Come  to  the  Student  Union  this  Friday  morning  between  9  am  -  12  pm  to  discuss  when  life  begins  with  some  of  our  prolife  members!  #ub  #ubbulls  #ubuffalo  #HornsUp  #buffalo  #universityatbuffalo  #abortion  #prolife  https://t.co/ZYweC1Wjd2'"
269,easy  win  for  #ubbulls  this  afternoon  vs  the  worst  team  in  the  mac  https://t.co/3WBs5N6hhb'
270,its  incredible  how  awful  #ubbulls  r  in  close  games.  astounding  @Ubcourtside'
271,"sloppy  yet  still  up  2  w  8  mins  left,  huge  game  for  #ubbulls  need  to  pass  less  surprisingly  legggo      game  on  espn2'"
272,#UBBulls  need  a  comeback  in  the  second  half!'
273,"#ubbulls  playing  hectic  and  awful  offensively.  down  33-30,  2  mins  left  1st  half'"
274,#ubbulls  looking  good  up  17-12  under  12  mins  1st  half  v  toledo.  game  on  espn2'
275,#ubbulls  -2  v  toledo  tonight  9pm  on  espn2'
276,#ubbulls  rolling  uo  41-21  at  half      #bonnies  within  striking  distance  2  mins  left'
277,#bonnies  +3  at  VCU  on  ESPN2  7pm            #ubbulls  -14  v  W  michigan  cbs  sports  network  8pm            #buffaloBasketball'
278,"#MACtion  Team  of  the  Day:  Buffalo            Home:  UB  Stadium      Traditions:  ""Horns  Up!"";  Victor  E.  Bull;  True  Blue;  Cowbells;  Interlocking  UB  logo            @UBFootball      #ubbulls  #ubhornsup  #hornsup      @Plain_Old_Tim  @UBBullRun  @PeckonSports  https://t.co/upLB4Yz2IJ'"
279,huge  night  of  buffalo  basketball  tomorrow!            14-4  vcu  vs  12-2  #bonnies  on  espn2            #ubbulls  (8-6)  vs  Western  (Mich  4-11)  8pm  on  cbs  sports  net'
280,"#ubbulls  up  17  at  half      #bonnies  down  5,  36-31  at  half  at  StL'"
281,#ubbulls  -7.5  v  miami  ohio  2pm      #bonnies  +2.5  at  st  louis  2pm      neither  on  tv'
282,#bonnies  &amp;  #ubbulls  dont  play  til  sat  afternoon  fyi'
283,On  This  Date  in  College  Hoops  History  (https://t.co/hipRzfzkwV):  Mike  Martinho  (44  points  vs.  @URMensHoops  in  1998)  set  @Bisonhoops'  single-game  scoring  record.  @UBBullRun  @UBBulls  @UBBullsNation  @TBNSports  @ESPN1520  @WGR550
284,"@DrBWillingham  Oh,  OK...  😜  We  #UBBulls  have  to  stick  together...  #UBHornsUp  🤘🏾🤘🏾'"
285,win  their  20  point  win  over  ball  state  #ubbulls  improve  to  5-4  in  the  mac.  gotta  keep  stacking  wins'
286,#ubbulls  surging  early  2nd  half  up  48-35  at  the  under  16  min  time  out  https://t.co/u9rXuNHAS2'
287,#ubbulls  erase  6  point  deficit  to  take  1  point  lead  at  ball  state  at  half  33-32'
288,ONLINE  FRANCHISE  IM  TAKING  #UBBULLS  TO  THE  MOON🚀  https://t.co/LMHgBVkKaC'
289,"#ubbulls  choke  &amp;  lose  by  1  missing  a  long  range  3  oddly,  fire  whitesell'"
290,56-58  #ubbulls  coming  back  9  mins  left      espnU'
291,"holy  shit  #ubbulls  offense  looks  awful,  down  9  at  half,  yeesh'"
292,"#ubbulls  -2.5  vs  ohio  tonight,  game  on    espnU  7pm'"
293,Congrats  to  Coach  @nate_oats  for  the  success  he's  had  at  Alabama.  UBBulls  nation  will  always  appreciate  what  he  did  for  our  program!  https://t.co/qizRP0ESZz
294,#ubbulls  ugly  L  to  bg      bonnies  nice  win  vs  duquesne  to  get  into  1st  place  in  the  a10'
295,#ubbulls  down  11  w  9  mins  left  1st  half  mballa  playing  like  SHIT      gsme  on  cbs  sports  net'
296,duquesne  at  bonnies  7pm  on  espn2      bowling  green  at  #ubbulls  7pm  on  cbs  sports  net      #buffaloBasketball'
297,#ubbulls  win  85-69  at  w.  mich.  hyge  game  fri  vs  bowling  green'
298,"Impressive.      Ranked  as  one  of  the  best  major  college  football  programs  in  the  entire  country.      This  will  help  with  recruiting  future  student-athletes  to  play  football,  other  sports  at  UB.            #Buffalo      #UBHornsUp      #UBBulls  https://t.co/D10JEURuHH'"
